,Company  (Maker-if known),ReviewDate,CocoaPercent,Location,Rating,Bean_Type,BroadOrigin,Cluster,ClusterColor
955,L'Amourette,2012,75.0,U.S.A.,3.0,Trinitario,Venezuela,1,purple
956,L'Amourette,2012,75.0,U.S.A.,3.0,Trinitario,Venezuela,1,purple
957,L'Amourette,2012,72.0,U.S.A.,3.0,Criollo,"Peru, Ecuador, Venezuela",1,purple
958,Letterpress,2017,70.0,U.S.A.,3.5,Unknown,Honduras,0,pink
959,Letterpress,2017,70.0,U.S.A.,3.25,Unknown,Belize,0,pink
960,Letterpress,2016,70.0,U.S.A.,3.25,Unknown,Liberia,0,pink
961,Letterpress,2015,70.0,U.S.A.,3.25,Unknown,Bolivia,0,pink
962,Letterpress,2015,70.0,U.S.A.,3.5,Trinitario,Trinidad,0,pink
963,Letterpress,2015,70.0,U.S.A.,3.0,Unknown,Costa Rica,1,purple
964,Letterpress,2015,70.0,U.S.A.,3.25,Unknown,Domincan Republic,0,pink
965,Letterpress,2015,70.0,U.S.A.,3.5,Unknown,Tanzania,0,pink
966,Letterpress,2014,70.0,U.S.A.,3.5,Forastero (Nacional),Peru,0,pink
967,Levy,2014,71.0,Finland,3.5,Criollo,Madagascar,0,pink
968,Lilla,2016,70.0,Finland,3.0,Trinitario,Madagascar,1,purple
969,Lillie Belle,2012,65.0,U.S.A.,3.5,Criollo,Peru,0,pink
970,Lillie Belle,2012,68.0,U.S.A.,3.5,Criollo,Bolivia,0,pink
971,Lillie Belle,2012,68.0,U.S.A.,3.75,Unknown,Peru,0,pink
972,Lillie Belle,2012,75.0,U.S.A.,2.75,Unknown,"Venezuela, Dom. Rep.",1,purple
973,Lillie Belle,2012,74.0,U.S.A.,3.0,Unknown,Dominican Republic,1,purple
974,Lillie Belle,2012,68.0,U.S.A.,3.5,Criollo,Bolivia,0,pink
975,Lindt & Sprungli,2007,85.0,Switzerland,3.0,Unknown,Unknown,2,dark purple
976,Loiza,2013,65.0,Puerto Rico,2.5,Unknown,Puerto Rico,1,purple
977,Lonohana,2014,70.0,U.S.A.,3.75,Unknown,Hawaii,0,pink
978,Lonohana,2014,65.0,U.S.A.,3.25,Unknown,Hawaii,0,pink
979,Lonohana,2014,75.0,U.S.A.,3.75,Unknown,Hawaii,0,pink
980,Lonohana,2013,71.0,U.S.A.,3.0,Unknown,Hawaii,1,purple
981,Lonohana,2013,72.0,U.S.A.,3.0,Unknown,Hawaii,1,purple
982,Lonohana,2013,70.0,U.S.A.,3.5,Unknown,Hawaii,0,pink
983,Love Bar,2015,75.0,U.S.A.,2.0,Unknown,Nicaragua,1,purple
984,Luker,2010,46.0,Colombia,2.75,Unknown,"Colombia, Ecuador",1,purple
985,Luker,2010,60.0,Colombia,3.0,Unknown,"Colombia, Ecuador",1,purple
986,Luker,2010,58.0,Colombia,3.0,Unknown,"Colombia, Ecuador",1,purple
987,Luker,2010,65.0,Colombia,3.5,Unknown,Colombia,0,pink
988,Machu Picchu Trading Co.,2011,70.0,Peru,1.5,Unknown,Peru,1,purple
989,Machu Picchu Trading Co.,2010,55.0,Peru,2.25,Unknown,Peru,1,purple
990,Madecasse (Cinagra),2008,67.0,Madagascar,3.5,Trinitario,Madagascar,0,pink
991,Madecasse (Cinagra),2008,70.0,Madagascar,3.75,Trinitario,Madagascar,0,pink
992,Madecasse (Cinagra),2008,63.0,Madagascar,4.0,Trinitario,Madagascar,0,pink
993,Madecasse (Cinagra),2008,75.0,Madagascar,3.5,Trinitario,Madagascar,0,pink
994,Madre,2017,73.0,U.S.A.,3.5,Unknown,Solomon Islands,0,pink
995,Madre,2013,70.0,U.S.A.,2.75,Unknown,Puerto Rico,1,purple
996,Madre,2013,70.0,U.S.A.,3.5,Unknown,Brazil,0,pink
997,Madre,2013,70.0,U.S.A.,2.75,Unknown,Hawaii,1,purple
998,Madre,2013,70.0,U.S.A.,2.75,Unknown,Mexico,1,purple
999,Madre,2012,70.0,U.S.A.,3.25,Unknown,Hawaii,0,pink
1000,Madre,2012,70.0,U.S.A.,3.25,Criollo,Hawaii,0,pink
1001,Madre,2012,70.0,U.S.A.,3.5,Unknown,Hawaii,0,pink
1002,Madre,2011,70.0,U.S.A.,2.5,Unknown,Dominican Republic,1,purple
1003,Madre,2011,70.0,U.S.A.,2.75,Unknown,Costa Rica,1,purple
1004,Madre,2010,72.0,U.S.A.,2.75,Unknown,Mexico,1,purple
1005,Maglio,2008,75.0,Italy,2.0,Unknown,Tanzania,1,purple
1006,Maglio,2008,70.0,Italy,3.0,Forastero (Nacional),Ecuador,1,purple
1007,Maglio,2008,70.0,Italy,3.25,Criollo,Cuba,0,pink
1008,Maglio,2008,70.0,Italy,3.75,"Blend-Forastero,Criollo",Dominican Republic,0,pink
1009,Majani,2010,70.0,Italy,2.0,Unknown,Ecuador,1,purple
1010,Malagasy (Chocolaterie Robert),2007,75.0,Madagascar,2.75,Trinitario,Madagascar,1,purple
1011,Malagasy (Chocolaterie Robert),2007,73.0,Madagascar,3.5,Trinitario,Madagascar,0,pink
1012,Malagos,2013,65.0,Philippines,3.5,Trinitario,Philippines,0,pink
1013,Malie Kai (Guittard),2010,55.0,U.S.A.,3.5,Unknown,Hawaii,0,pink
1014,Malie Kai (Guittard),2009,55.0,U.S.A.,2.75,Blend,Hawaii,1,purple
1015,Malmo,2016,70.0,Sweden,3.0,Unknown,Venezuela,1,purple
1016,Mana,2015,74.0,U.S.A.,2.5,Unknown,Ecuador,1,purple
1017,Mana,2014,74.0,U.S.A.,2.5,Unknown,Peru,1,purple
1018,Mana,2014,74.0,U.S.A.,2.75,Unknown,Venezuela,1,purple
1019,Mana,2012,74.0,U.S.A.,3.75,Unknown,Dominican Republic,0,pink
1020,Manifesto Cacao,2014,70.0,Colombia,2.75,Unknown,Colombia,1,purple
1021,Manoa,2015,72.0,U.S.A.,3.5,Unknown,Papua New Guinea,0,pink
1022,Manoa,2015,72.0,U.S.A.,3.75,Unknown,Costa Rica,0,pink
1023,Manoa,2013,72.0,U.S.A.,3.75,Unknown,Hawaii,0,pink
1024,Manoa,2012,72.0,U.S.A.,3.25,Unknown,Liberia,0,pink
1025,Manoa,2012,72.0,U.S.A.,2.75,Unknown,Hawaii,1,purple
1026,Manoa,2012,72.0,U.S.A.,3.0,Unknown,Peru,1,purple
1027,Manoa,2012,72.0,U.S.A.,3.25,Unknown,Hawaii,0,pink
1028,Manufaktura Czekolady,2016,70.0,Poland,3.75,Unknown,Nicaragua,0,pink
1029,Manufaktura Czekolady,2016,70.0,Poland,3.5,Unknown,Peru,0,pink
1030,Manufaktura Czekolady,2014,70.0,Poland,3.75,Criollo,Venezuela,0,pink
1031,Manufaktura Czekolady,2014,85.0,Poland,3.5,Unknown,Colombia,2,dark purple
1032,Manufaktura Czekolady,2012,70.0,Poland,3.25,Unknown,Dominican Republic,0,pink
1033,Manufaktura Czekolady,2012,70.0,Poland,3.5,Forastero,Ghana,0,pink
1034,Manufaktura Czekolady,2012,70.0,Poland,3.25,Unknown,Ecuador,0,pink
1035,Map Chocolate,2016,75.0,U.S.A.,3.25,Trinitario,Vietnam,0,pink
1036,Map Chocolate,2015,70.0,U.S.A.,3.5,"Criollo, Trinitario",Dominican Republic,0,pink
1037,Map Chocolate,2015,62.0,U.S.A.,3.5,Forastero (Nacional),Peru,0,pink
1038,Map Chocolate,2015,70.0,U.S.A.,3.5,Trinitario,Ecuador,0,pink
1039,Map Chocolate,2015,70.0,U.S.A.,2.75,Trinitario,Trinidad,1,purple
1040,Map Chocolate,2015,70.0,U.S.A.,3.5,Unknown,Nicaragua,0,pink
1041,Map Chocolate,2015,68.0,U.S.A.,3.5,Criollo,Peru,0,pink
1042,Map Chocolate,2015,75.0,U.S.A.,2.75,Unknown,Colombia,1,purple
1043,Map Chocolate,2015,72.0,U.S.A.,3.0,Unknown,Tanzania,1,purple
1044,Map Chocolate,2015,78.0,U.S.A.,3.5,Unknown,Honduras,0,pink
1045,Marana,2016,70.0,Peru,3.0,Unknown,Peru,1,purple
1046,Marana,2016,70.0,Peru,2.75,Unknown,Peru,1,purple
1047,Marana,2016,70.0,Peru,3.0,Unknown,Peru,1,purple
1048,Marigold's Finest,2016,75.0,Canada,3.25,Unknown,Unknown,0,pink
1049,Marou,2015,85.0,Vietnam,3.25,Trinitario,Vietnam,2,dark purple
1050,Marou,2015,68.0,Vietnam,3.5,Trinitario,Vietnam,0,pink
1051,Marou,2015,70.0,Vietnam,3.75,Trinitario,Vietnam,0,pink
1052,Marou,2013,75.0,Vietnam,3.5,Trinitario,Vietnam,0,pink
1053,Marou,2012,76.0,Vietnam,3.5,Trinitario,Vietnam,0,pink
1054,Marou,2012,72.0,Vietnam,3.5,Trinitario,Vietnam,0,pink
1055,Marou,2012,70.0,Vietnam,3.5,Trinitario,Vietnam,0,pink
1056,Marou,2012,78.0,Vietnam,3.5,Trinitario,Vietnam,0,pink
1057,Marou,2012,80.0,Vietnam,3.0,Trinitario,Vietnam,2,dark purple
1058,Marou,2012,74.0,Vietnam,3.5,Trinitario,Vietnam,0,pink
1059,Mars,2010,65.0,U.S.A.,3.0,Unknown,Costa Rica,1,purple
1060,Mars,2010,65.0,U.S.A.,3.0,Unknown,Ivory Coast,1,purple
1061,Mars,2010,65.0,U.S.A.,3.25,Unknown,Nigeria,0,pink
1062,Mars,2010,65.0,U.S.A.,3.5,Forastero,Ghana,0,pink
1063,Marsatta,2013,74.0,U.S.A.,2.25,Unknown,Dominican Republic,1,purple
1064,Marsatta,2013,89.0,U.S.A.,2.5,Unknown,Dominican Republic,2,dark purple
1065,Martin Mayer,2016,76.0,Austria,2.75,Unknown,Bolivia,1,purple
1066,Martin Mayer,2016,82.0,Austria,3.0,Unknown,Haiti,2,dark purple
1067,Martin Mayer,2016,74.0,Austria,3.25,Unknown,Colombia,0,pink
1068,Mast Brothers,2015,76.0,U.S.A.,3.0,Unknown,Guatemala,1,purple
1069,Mast Brothers,2015,74.0,U.S.A.,3.25,Unknown,Tanzania,0,pink
1070,Mast Brothers,2014,75.0,U.S.A.,3.75,Blend,"Peru, Belize",0,pink
1071,Mast Brothers,2012,73.0,U.S.A.,3.5,Blend,"Peru, Mad., Dom. Rep.",0,pink
1072,Mast Brothers,2012,72.0,U.S.A.,2.5,Trinitario,Unknown,1,purple
1073,Mast Brothers,2012,73.0,U.S.A.,2.75,Trinitario,Venezuela,1,purple
1074,Mast Brothers,2011,72.0,U.S.A.,3.5,Unknown,Unknown,0,pink
1075,Mast Brothers,2011,76.0,U.S.A.,3.0,Trinitario,Venezuela,1,purple
1076,Mast Brothers,2011,70.0,U.S.A.,3.0,Trinitario,Venezuela,1,purple
1077,Mast Brothers,2011,81.0,U.S.A.,2.75,Trinitario,Venezuela,2,dark purple
1078,Mast Brothers,2011,70.0,U.S.A.,3.5,Trinitario,Belize,0,pink
1079,Mast Brothers,2011,71.0,U.S.A.,2.75,Unknown,Papua New Guinea,1,purple
1080,Mast Brothers,2011,75.0,U.S.A.,3.0,Unknown,Peru,1,purple
1081,Mast Brothers,2011,73.0,U.S.A.,3.25,Unknown,Dominican Republic,0,pink
1082,Mast Brothers,2011,74.0,U.S.A.,3.75,Unknown,Dominican Republic,0,pink
1083,Mast Brothers,2010,81.0,U.S.A.,2.75,Criollo,Venezuela,2,dark purple
1084,Mast Brothers,2010,75.0,U.S.A.,3.0,Unknown,Venezuela,1,purple
1085,Mast Brothers,2010,70.0,U.S.A.,3.25,Unknown,Dominican Republic,0,pink
1086,Matale,2013,72.0,Australia,3.5,Trinitario,Vanuatu,0,pink
1087,Matale,2013,68.0,Australia,4.0,Trinitario,Madagascar,0,pink
1088,Matale,2013,74.0,Australia,4.0,Trinitario,Papua New Guinea,0,pink
1089,Matale,2013,70.0,Australia,3.75,Trinitario,"PNG, Vanuatu, Mad",0,pink
1090,Maverick,2014,70.0,U.S.A.,3.25,Trinitario,Belize,0,pink
1091,Maverick,2014,70.0,U.S.A.,3.25,Unknown,Dominican Republic,0,pink
1092,Maverick,2014,82.0,U.S.A.,3.25,Criollo,Peru,2,dark purple
1093,Maverick,2014,63.0,U.S.A.,3.5,Criollo,Peru,0,pink
1094,Mayacama,2016,72.0,U.S.A.,3.0,Unknown,Domincan Republic,1,purple
1095,Meadowlands,2014,70.0,U.S.A.,2.5,Unknown,Bolivia,1,purple
1096,Meadowlands,2014,70.0,U.S.A.,2.75,Unknown,Venezuela,1,purple
1097,Meadowlands,2014,70.0,U.S.A.,3.0,Trinitario,Belize,1,purple
1098,Meadowlands,2014,70.0,U.S.A.,3.0,Unknown,Nicaragua,1,purple
1099,Meadowlands,2014,70.0,U.S.A.,3.5,Unknown,Dominican Republic,0,pink
1100,Menakao (aka Cinagra),2012,80.0,Madagascar,2.5,Trinitario,Madagascar,2,dark purple
1101,Menakao (aka Cinagra),2012,72.0,Madagascar,2.5,Trinitario,Madagascar,1,purple
1102,Mesocacao,2015,80.0,Honduras,2.75,Unknown,El Salvador,2,dark purple
1103,Mesocacao,2015,70.0,Honduras,3.0,Unknown,El Salvador,1,purple
1104,Mesocacao,2014,80.0,Honduras,3.25,Unknown,Honduras,2,dark purple
1105,Mesocacao,2014,70.0,Honduras,3.5,Unknown,Honduras,0,pink
1106,Mesocacao,2014,70.0,Honduras,3.25,Unknown,Nicaragua,0,pink
1107,Mesocacao,2014,80.0,Honduras,3.5,Unknown,Nicaragua,0,pink
1108,Metiisto,2014,70.0,Sweden,3.0,Unknown,Brazil,1,purple
1109,Metiisto,2014,72.0,Sweden,3.5,Trinitario,Madagascar,0,pink
1110,Metropolitan,2015,70.0,Amsterdam,3.5,Trinitario,South America,0,pink
1111,Michel Cluizel,2012,66.0,France,3.75,Unknown,Mexico,0,pink
1112,Michel Cluizel,2007,66.0,France,3.5,Trinitario,Venezuela,0,pink
1113,Michel Cluizel,2007,67.0,France,3.5,Forastero,Sao Tome,0,pink
1114,Michel Cluizel,2006,60.0,France,2.0,Unknown,Unknown,1,purple
1115,Michel Cluizel,2006,85.0,France,2.0,Unknown,Unknown,2,dark purple
1116,Michel Cluizel,2006,70.0,France,3.0,Forastero,Sao Tome,1,purple
1117,Michel Cluizel,2006,67.0,France,4.0,Unknown,Dominican Republic,0,pink
1118,Michel Cluizel,2006,65.0,France,4.0,Trinitario,Madagascar,0,pink
1119,Michel Cluizel,2006,64.0,France,4.0,Unknown,Papua New Guinea,0,pink
1120,Michel Cluizel,2006,99.0,France,2.0,Unknown,Unknown,2,dark purple
1121,Middlebury,2015,80.0,U.S.A.,3.5,Trinitario,Belize,0,pink
1122,Middlebury,2015,70.0,U.S.A.,3.5,Trinitario,Trinidad,0,pink
1123,Middlebury,2015,75.0,U.S.A.,3.75,Unknown,Dominican Republic,0,pink
1124,Middlebury,2015,75.0,U.S.A.,3.75,Unknown,Venezuela,0,pink
1125,Middlebury,2015,75.0,U.S.A.,3.25,Unknown,Tanzania,0,pink
1126,Middlebury,2015,70.0,U.S.A.,3.5,Unknown,Nicaragua,0,pink
1127,Middlebury,2013,75.0,U.S.A.,2.5,Unknown,Dominican Republic,1,purple
1128,Middlebury,2013,80.0,U.S.A.,3.25,Trinitario,Belize,2,dark purple
1129,Middlebury,2012,65.0,U.S.A.,1.5,Unknown,Unknown,1,purple
1130,Middlebury,2012,75.0,U.S.A.,2.0,Criollo,Bolivia,1,purple
1131,Middlebury,2012,70.0,U.S.A.,2.5,Criollo,Indonesia,1,purple
1132,Millcreek Cacao Roasters,2013,70.0,U.S.A.,2.5,Forastero (Nacional),Ecuador,1,purple
1133,Millcreek Cacao Roasters,2012,70.0,U.S.A.,3.5,Unknown,Ecuador,0,pink
1134,Mindo,2010,67.0,U.S.A.,2.75,Unknown,Ecuador,1,purple
1135,Mindo,2010,77.0,U.S.A.,2.75,Unknown,Ecuador,1,purple
1136,Minimal,2016,70.0,Japan,3.5,"Criollo, Trinitario",Haiti,0,pink
1137,Mission,2016,75.0,Brazil,3.75,Unknown,Brazil,0,pink
1138,Mission,2015,70.0,Brazil,3.5,Forastero (Parazinho),Brazil,0,pink
1139,Mita,2012,65.0,Colombia,2.5,Unknown,Colombia,1,purple
1140,Moho,2013,73.0,U.S.A.,3.25,Trinitario,Belize,0,pink
1141,Moho,2013,72.0,U.S.A.,3.0,Trinitario,Belize,1,purple
1142,Moho,2010,67.0,U.S.A.,2.75,Trinitario,Belize,1,purple
1143,Molucca,2015,70.0,U.S.A.,3.0,Unknown,Domincan Republic,1,purple
1144,Molucca,2015,70.0,U.S.A.,2.75,Unknown,Indonesia,1,purple
1145,Molucca,2015,70.0,U.S.A.,3.25,Unknown,Peru,0,pink
1146,Momotombo,2011,70.0,Nicaragua,2.75,Unknown,Nicaragua,1,purple
1147,Momotombo,2011,70.0,Nicaragua,2.75,Unknown,Nicaragua,1,purple
1148,Momotombo,2011,70.0,Nicaragua,3.25,Unknown,Nicaragua,0,pink
1149,Monarque,2016,72.0,Canada,3.5,Unknown,Dominican Republic,0,pink
1150,Monsieur Truffe,2014,70.0,Australia,3.25,Unknown,Papua New Guinea,0,pink
1151,Montecristi,2015,70.0,Ecuador,3.25,Unknown,Ecuador,0,pink
1152,Montecristi,2015,63.0,Ecuador,3.5,Unknown,Ecuador,0,pink
1153,Montecristi,2015,85.0,Ecuador,3.5,Unknown,Ecuador,2,dark purple
1154,Muchomas (Mesocacao),2015,70.0,U.S.A.,3.5,Unknown,Nicaragua,0,pink
1155,Muchomas (Mesocacao),2015,80.0,U.S.A.,3.5,Unknown,Nicaragua,0,pink
1156,Mutari,2016,68.0,U.S.A.,2.75,Unknown,Tanzania,1,purple
1157,Mutari,2016,71.0,U.S.A.,2.75,Unknown,Domincan Republic,1,purple
1158,Mutari,2016,68.0,U.S.A.,2.75,Unknown,Madagascar,1,purple
1159,Mutari,2016,80.0,U.S.A.,3.0,Trinitario,Vietnam,2,dark purple
1160,Nahua,2013,58.0,Costa Rica,2.5,Unknown,Costa Rica,1,purple
1161,Nahua,2013,70.0,Costa Rica,3.0,Unknown,Costa Rica,1,purple
1162,Naive,2013,70.0,Lithuania,3.75,Unknown,"Trinidad, Tobago",0,pink
1163,Naive,2013,78.0,Lithuania,3.75,Forastero (Nacional),Peru,0,pink
1164,Naive,2012,71.0,Lithuania,2.5,Trinitario,Grenada,1,purple
1165,Na�ve,2014,70.0,Lithuania,3.25,Criollo,Nicaragua,0,pink
1166,Na�ve,2014,75.0,Lithuania,2.75,Trinitario,Venezuela,1,purple
1167,Na�ve,2014,70.0,Lithuania,3.0,Unknown,Venezuela,1,purple
1168,Nanea,2013,85.0,U.S.A.,3.5,Unknown,Hawaii,2,dark purple
1169,Nathan Miller,2014,72.0,U.S.A.,2.25,Unknown,Peru,1,purple
1170,Nathan Miller,2014,70.0,U.S.A.,2.5,Unknown,Dominican Republic,1,purple
1171,Nathan Miller,2014,73.5,U.S.A.,2.5,Trinitario,Madagascar,1,purple
1172,Nathan Miller,2014,70.0,U.S.A.,3.5,Forastero,Ghana,0,pink
1173,Neuhaus (Callebaut),2010,70.0,Belgium,2.5,Criollo,Papua New Guinea,1,purple
1174,Neuhaus (Callebaut),2008,67.0,Belgium,3.75,Trinitario,Trinidad,0,pink
1175,Neuhaus (Callebaut),2007,73.0,Belgium,1.0,Unknown,Unknown,1,purple
1176,Neuhaus (Callebaut),2006,73.0,Belgium,2.0,Forastero,West Africa,1,purple
1177,Neuhaus (Callebaut),2006,75.0,Belgium,2.75,Forastero,Sao Tome,1,purple
1178,Neuhaus (Callebaut),2006,71.0,Belgium,3.0,Criollo,Venezuela,1,purple
1179,Nibble,2015,72.0,U.S.A.,2.25,Criollo,Venezuela,1,purple
1180,Nibble,2015,72.0,U.S.A.,2.75,Trinitario,Dominican Republic,1,purple
1181,Nibble,2015,72.0,U.S.A.,3.0,Trinitario,Madagascar,1,purple
1182,Nibble,2015,72.0,U.S.A.,3.0,Criollo,Peru,1,purple
1183,Night Owl,2013,75.0,U.S.A.,2.75,Unknown,Peru,1,purple
1184,Night Owl,2013,75.0,U.S.A.,3.5,Unknown,Ecuador,0,pink
1185,Noble Bean aka Jerjobo,2014,75.0,U.S.A.,3.0,Forastero,Ghana,1,purple
1186,Noble Bean aka Jerjobo,2014,75.0,U.S.A.,3.0,Trinitario,Belize,1,purple
1187,Noble Bean aka Jerjobo,2014,75.0,U.S.A.,3.25,Forastero (Nacional),Peru,0,pink
1188,Noir d' Ebine,2012,70.0,U.S.A.,3.0,Unknown,Venezuela,1,purple
1189,Noir d' Ebine,2012,70.0,U.S.A.,3.0,Unknown,Ecuador,1,purple
1190,Nova Monda,2012,70.0,Nicaragua,3.0,Unknown,Nicaragua,1,purple
1191,Nova Monda,2012,75.0,Niacragua,2.75,Unknown,Nicaragua,1,purple
1192,Nova Monda,2012,80.0,Nicaragua,3.25,Forastero (Nacional),Ecuador,2,dark purple
1193,Nuance,2015,70.0,U.S.A.,3.75,Forastero,Ghana,0,pink
1194,Nuance,2015,70.0,U.S.A.,2.75,Trinitario,Ecuador,1,purple
1195,Nuance,2015,70.0,U.S.A.,3.0,Criollo,Venezuela,1,purple
1196,Nuance,2015,70.0,U.S.A.,3.5,Trinitario,Madagascar,0,pink
1197,Nuance,2015,70.0,U.S.A.,3.75,Unknown,Dominican Republic,0,pink
1198,Nugali,2016,70.0,Brazil,3.5,Trinitario (Scavina),Brazil,0,pink
1199,Oakland Chocolate Co.,2010,70.0,U.S.A.,2.5,Trinitario,Jamaica,1,purple
1200,Obolo,2015,70.0,Chile,3.75,Criollo,Peru,0,pink
1201,Obolo,2015,70.0,Chile,3.75,Criollo,Peru,0,pink
1202,Ocelot,2015,70.0,Scotland,3.75,Forastero,Congo,0,pink
1203,Ocelot,2015,75.0,Scotland,4.0,Criollo,Peru,0,pink
1204,Ocho,2016,100.0,New Zealand,2.75,Unknown,Samoa,2,dark purple
1205,Ocho,2016,70.0,New Zealand,3.5,Unknown,Samoa,0,pink
1206,Ocho,2014,66.0,New Zealand,2.75,Unknown,Papua New Guinea,1,purple
1207,Ocho,2014,70.0,New Zealand,3.0,Unknown,Papua New Guinea,1,purple
1208,Ocho,2014,88.0,New Zealand,3.25,Unknown,Papua New Guinea,2,dark purple
1209,Ocho,2014,74.0,New Zealand,3.5,Unknown,Papua New Guinea,0,pink
1210,Ohiyo,2015,70.0,U.S.A.,2.75,Trinitario,Trinidad,1,purple
1211,Ohiyo,2015,70.0,U.S.A.,3.0,Unknown,Tanzania,1,purple
1212,Oialla by Bojessen (Malmo),2011,70.0,Germany,3.5,Criollo,Bolivia,0,pink
1213,Olive and Sinclair,2010,72.0,U.S.A.,3.0,Unknown,Dominican Republic,1,purple
1214,Olive and Sinclair,2010,72.0,U.S.A.,3.0,Forastero,Ghana,1,purple
1215,Olive and Sinclair,2009,67.0,U.S.A.,2.75,Unknown,"Ghana, Domin. Rep",1,purple
1216,Olive and Sinclair,2009,75.0,U.S.A.,3.0,Unknown,"Ghana, Domin. Rep",1,purple
1217,Olivia,2011,76.0,Canada,2.0,Unknown,Carribean,1,purple
1218,Olivia,2011,76.0,Canada,2.75,Unknown,Carribean,1,purple
1219,Olivia,2011,85.0,Canada,2.75,Unknown,Carribean,2,dark purple
1220,Olivia,2011,85.0,Canada,3.0,Unknown,Carribean,2,dark purple
1221,Omanhene,2011,80.0,Ghana,2.75,Forastero,Ghana,2,dark purple
1222,Omnom,2016,70.0,Iceland,3.75,Trinitario,Tanzania,0,pink
1223,Omnom,2014,70.0,Iceland,3.0,Unknown,Papua New Guinea,1,purple
1224,Omnom,2014,66.0,Iceland,3.5,Trinitario,Madagascar,0,pink
1225,organicfair,2013,74.0,Canada,2.75,Trinitario,Belize,1,purple
1226,organicfair,2013,72.0,Canada,2.75,Unknown,Dominican Republic,1,purple
1227,organicfair,2013,72.0,Canada,2.75,Trinitario,Nicaragua,1,purple
1228,organicfair,2013,72.0,Canada,3.0,Unknown,Dominican Republic,1,purple
1229,organicfair,2013,72.0,Canada,3.0,Trinitario,Ecuador,1,purple
1230,Original Beans (Felchlin),2014,68.0,Switzerland,2.75,Unknown,Papua New Guinea,1,purple
1231,Original Beans (Felchlin),2014,80.0,Switzerland,3.25,Blend,Unknown,2,dark purple
1232,Original Beans (Felchlin),2011,66.0,Switzerland,3.75,Unknown,Bolivia,0,pink
1233,Original Beans (Felchlin),2009,70.0,Switzerland,3.0,Forastero,Congo,1,purple
1234,Original Beans (Felchlin),2009,75.0,Switzerland,3.0,Criollo,Peru,1,purple
1235,Original Beans (Felchlin),2009,68.0,Switzerland,3.25,Unknown,Bolivia,0,pink
1236,Original Hawaiin Chocolate Factory,2009,60.0,U.S.A.,3.0,Criollo,Hawaii,1,purple
1237,Original Hawaiin Chocolate Factory,2006,60.0,U.S.A.,3.0,Unknown,Hawaii,1,purple
1238,Orquidea,2012,65.0,Peru,3.0,Unknown,Peru,1,purple
1239,Orquidea,2012,72.0,Peru,3.0,Unknown,Peru,1,purple
1240,Pacari,2016,70.0,Ecuador,4.0,Unknown,Colombia,0,pink
1241,Pacari,2014,70.0,Ecuador,3.25,Unknown,Ecuador,0,pink
1242,Pacari,2014,70.0,Ecuador,3.5,Unknown,Ecuador,0,pink
1243,Pacari,2014,70.0,Ecuador,3.75,Unknown,Ecuador,0,pink
1244,Pacari,2014,70.0,Ecuador,4.0,Unknown,Ecuador,0,pink
1245,Pacari,2012,85.0,Ecuador,2.75,Unknown,Ecuador,2,dark purple
1246,Pacari,2012,70.0,Ecuador,4.0,Unknown,Peru,0,pink
1247,Pacari,2011,70.0,Ecuador,3.5,Unknown,Ecuador,0,pink
1248,Pacari,2008,60.0,Ecuador,2.5,Forastero (Arriba),Ecuador,1,purple
1249,Pacari,2008,65.0,Ecuador,2.75,Forastero (Arriba),Ecuador,1,purple
1250,Pacari,2008,72.0,Ecuador,3.0,Forastero (Arriba),Ecuador,1,purple
1251,Pacari,2008,100.0,Ecuador,2.0,Forastero (Arriba),Ecuador,2,dark purple
1252,Pacari,2008,70.0,Ecuador,3.5,Forastero (Arriba),Ecuador,0,pink
1253,Palette de Bine,2016,70.0,Canada,2.75,Unknown,Guatemala,1,purple
1254,Palette de Bine,2016,72.0,Canada,3.0,Trinitario,Belize,1,purple
1255,Palette de Bine,2015,70.0,Canada,3.25,Unknown,Bolivia,0,pink
1256,Palette de Bine,2015,70.0,Canada,3.25,Trinitario,Trinidad,0,pink
1257,Palette de Bine,2015,72.0,Canada,3.5,Unknown,Tanzania,0,pink
1258,Palette de Bine,2015,72.0,Canada,3.75,Trinitario,Vietnam,0,pink
1259,Palette de Bine,2014,72.0,Canada,2.75,Unknown,Bolivia,1,purple
1260,Palette de Bine,2014,78.0,Canada,3.75,Trinitario,Madagascar,0,pink
1261,Palette de Bine,2014,75.0,Canada,2.75,Unknown,Ecuador,1,purple
1262,Palette de Bine,2014,75.0,Canada,3.5,Blend,"Trinidad, Ecuador",0,pink
1263,Palette de Bine,2014,70.0,Canada,3.75,Trinitario,Trinidad,0,pink
1264,Pangea,2016,76.0,Spain,3.0,Unknown,Fiji,1,purple
1265,Park 75,2014,65.0,U.S.A.,3.5,Unknown,South America,0,pink
1266,Parliament,2016,70.0,U.S.A.,3.25,Unknown,Tanzania,0,pink
1267,Parliament,2015,70.0,U.S.A.,3.5,Unknown,Guatemala,0,pink
1268,Parliament,2014,70.0,U.S.A.,3.0,Unknown,Bolivia,1,purple
1269,Parliament,2014,70.0,U.S.A.,3.5,Unknown,Dominican Republic,0,pink
1270,Pascha,2013,55.0,Peru,2.5,Unknown,Peru,1,purple
1271,Pascha,2013,70.0,Peru,2.75,Unknown,Peru,1,purple
1272,Patric,2011,70.0,U.S.A.,3.75,Blend,Unknown,0,pink
1273,Patric,2009,75.0,U.S.A.,4.0,Trinitario,Madagascar,0,pink
